StateName,Region,Year,% Income HomeOwner,% Income Renter,Cheaper to Own,Buying Cheaper,Renting cheaper,RegionName,HomeOwner,Renter,,,,,,,,,,,,
MT,West,2016,0.294371642,0.188769938,0,,,,,,,,,,,,,,,,,
MT,West,2017,0.290544942,0.186429272,0,,,,,,,,,,,,,,,,,
MT,West,2018,0.303193674,0.183155528,0,,,,,,,,,,,,,,,,,
MT,West,2019,0.287019651,0.183700458,0,,,,,,,,,,,,,,,,,
MT,West,2020,0.268357114,0.184046808,0,,,,,,,,,,,,,,,,,
MT,West,2021,0.289624448,0.200252445,0,,,,,,,,,,,,,,,,,
MT,West,2022,0.392589921,0.215769003,0,,,,,,,,,,,,,,,,,
MT,West,2023,0.44501073,0.218462859,0,,,,,,,,,,,,,,,,,
MT,West,2024,0,0.220606911,1,,,,,,,,,,,,,,,,,
NC,Southeast,2015,0.20866442,0.218927516,1,,,,,,,,,,,,,,,,,
NC,Southeast,2016,0.204479877,0.218516103,1,,,,,,,,,,,,,,,,,
NC,Southeast,2017,0.210526392,0.220106558,1,,,,,,,,,,,,,,,,,
NC,Southeast,2018,0.223232213,0.221839225,0,,,,,,,,,,,,,,,,,
NC,Southeast,2019,0.213339675,0.225187476,1,,,,,,,,,,,,,,,,,
NC,Southeast,2020,0.200106758,0.225368796,1,,,,,,,,,,,,,,,,,
NC,Southeast,2021,0.212789467,0.238637866,1,,,,,,,,,,,,,,,,,
NC,Southeast,2022,0.282785424,0.253592218,0,,,,,,,,,,,,,,,,,
NC,Southeast,2023,0.320175838,0.255297428,0,,,,,,,,,,,,,,,,,
NC,Southeast,2024,0.329357499,0.257519937,0,,,,,,,,,,,,,,,,,
ND,Midwest,2015,0.250535844,0,0,,,,,,,,,,,,,,,,,
ND,Midwest,2016,0.245596054,0.186334623,0,,,,,,,,,,,,,,,,,
ND,Midwest,2017,0.24385938,0.17605512,0,,,,,,,,,,,,,,,,,
ND,Midwest,2018,0.257999891,0.174467853,0,,,,,,,,,,,,,,,,,
ND,Midwest,2019,0.248575391,0.175927286,0,,,,,,,,,,,,,,,,,
ND,Midwest,2020,0.240748733,0.180616251,0,,,,,,,,,,,,,,,,,
ND,Midwest,2021,0.238376465,0.180293346,0,,,,,,,,,,,,,,,,,
ND,Midwest,2022,0.29687302,0.178908569,0,,,,,,,,,,,,,,,,,
ND,Midwest,2023,0.328451047,0.182296853,0,,,,,,,,,,,,,,,,,
ND,Midwest,2024,0,0.188764423,1,,,,,,,,,,,,,,,,,
NE,Midwest,2015,0.200391581,0.166037578,0,,,,,,,,,,,,,,,,,
NE,Midwest,2016,0.197082432,0.171048269,0,,,,,,,,,,,,,,,,,
NE,Midwest,2017,0.207412129,0.172011447,0,,,,,,,,,,,,,,,,,
NE,Midwest,2018,0.227292961,0.173166315,0,,,,,,,,,,,,,,,,,
NE,Midwest,2019,0.225720715,0.173845249,0,,,,,,,,,,,,,,,,,
NE,Midwest,2020,0.213163893,0.17482723,0,,,,,,,,,,,,,,,,,
NE,Midwest,2021,0.223361922,0.180290875,0,,,,,,,,,,,,,,,,,
NE,Midwest,2022,0.279392179,0.186955806,0,,,,,,,,,,,,,,,,,
NE,Midwest,2023,0.30808843,0.191495475,0,,,,,,,,,,,,,,,,,
NE,Midwest,2024,0,0.196457031,1,,,,,,,,,,,,,,,,,
NH,Northeast,2015,0.236304771,0.171970467,0,,,,,,,,,,,,,,,,,
NH,Northeast,2016,0.236128825,0.174935087,0,,,,,,,,,,,,,,,,,
NH,Northeast,2017,0.248678274,0.17910245,0,,,,,,,,,,,,,,,,,
NH,Northeast,2018,0.265078135,0.184992325,0,,,,,,,,,,,,,,,,,
NH,Northeast,2019,0.262341241,0.194939023,0,,,,,,,,,,,,,,,,,
NH,Northeast,2020,0.248568173,0.196345241,0,,,,,,,,,,,,,,,,,
NH,Northeast,2021,0.261054285,0.209671473,0,,,,,,,,,,,,,,,,,
NH,Northeast,2022,0.320533702,0.216429736,0,,,,,,,,,,,,,,,,,
NH,Northeast,2023,0.359559778,0.216199565,0,,,,,,,,,,,,,,,,,
NH,Northeast,2024,0,0.216474443,1,,,,,,,,,,,,,,,,,
NJ,Northeast,2015,0.30318139,0.238169962,0,,,,,,,,,,,,,,,,,
NJ,Northeast,2016,0.292495578,0.238453666,0,,,,,,,,,,,,,,,,,
NJ,Northeast,2017,0.294083048,0.235445379,0,,,,,,,,,,,,,,,,,
NJ,Northeast,2018,0.30196616,0.238310622,0,,,,,,,,,,,,,,,,,
NJ,Northeast,2019,0.287625692,0.240161111,0,,,,,,,,,,,,,,,,,
NJ,Northeast,2020,0.27737869,0.244768397,0,,,,,,,,,,,,,,,,,
NJ,Northeast,2021,0.285824401,0.254442959,0,,,,,,,,,,,,,,,,,
NJ,Northeast,2022,0.366216462,0.276405672,0,,,,,,,,,,,,,,,,,
NJ,Northeast,2023,0.415022237,0.280466719,0,,,,,,,,,,,,,,,,,
NJ,Northeast,2024,0.381731764,0.286798706,0,,,,,,,,,,,,,,,,,
NM,West,2015,0.485870127,0.237814118,0,,,,,,,,,,,,,,,,,
NM,West,2016,0.24850187,0.236320095,0,,,,,,,,,,,,,,,,,
NM,West,2017,0.264405935,0.24534166,0,,,,,,,,,,,,,,,,,
NM,West,2018,0.291294239,0.246797559,0,,,,,,,,,,,,,,,,,
NM,West,2019,0.283331557,0.252414464,0,,,,,,,,,,,,,,,,,
NM,West,2020,0.260055309,0.252875517,0,,,,,,,,,,,,,,,,,
NM,West,2021,0.271131822,0.266231658,0,,,,,,,,,,,,,,,,,
NM,West,2022,0.349437331,0.279532635,0,,,,,,,,,,,,,,,,,
NM,West,2023,0.386459275,0.265360997,0,,,,,,,,,,,,,,,,,
NM,West,2024,0,0.266248479,1,,,,,,,,,,,,,,,,,
NV,West,2015,0.253228388,0.219754444,0,,,,,,,,,,,,,,,,,
NV,West,2016,0.262220765,0.223713944,0,,,,,,,,,,,,,,,,,
NV,West,2017,0.280869518,0.233009561,0,,,,,,,,,,,,,,,,,
NV,West,2018,0.312317839,0.239498463,0,,,,,,,,,,,,,,,,,
NV,West,2019,0.304228668,0.243202056,0,,,,,,,,,,,,,,,,,
NV,West,2020,0.279443091,0.243092014,0,,,,,,,,,,,,,,,,,
NV,West,2021,0.313777027,0.269100016,0,,,,,,,,,,,,,,,,,
NV,West,2022,0.419578307,0.280335047,0,,,,,,,,,,,,,,,,,
NV,West,2023,0.433868869,0.270365726,0,,,,,,,,,,,,,,,,,
NV,West,2024,0.442512066,0.268195,0,,,,,,,,,,,,,,,,,
NY,Northeast,2015,0.23672924,0.244419321,1,,,,,,,,,,,,,,,,,
NY,Northeast,2016,0.222307327,0.231549183,1,,,,,,,,,,,,,,,,,
NY,Northeast,2017,0.23751237,0.231931923,0,,,,,,,,,,,,,,,,,
NY,Northeast,2018,0.237727113,0.222535296,0,,,,,,,,,,,,,,,,,
NY,Northeast,2019,0.441970449,0.235103863,0,,,,,,,,,,,,,,,,,
NY,Northeast,2020,0.419515277,0.236463356,0,,,,,,,,,,,,,,,,,
NY,Northeast,2021,0.316020912,0.238149035,0,,,,,,,,,,,,,,,,,
NY,Northeast,2022,0.523453175,0.25060432,0,,,,,,,,,,,,,,,,,
NY,Northeast,2023,0.414206408,0.256422947,0,,,,,,,,,,,,,,,,,
NY,Northeast,2024,0.578634727,0.263905054,0,,,,,,,,,,,,,,,,,
OH,Midwest,2015,0.160969406,0.178238559,1,,,,,,,,,,,,,,,,,
OH,Midwest,2016,0.15977079,0.178767526,1,,,,,,,,,,,,,,,,,
OH,Midwest,2017,0.165305038,0.178953726,1,,,,,,,,,,,,,,,,,
OH,Midwest,2018,0.1741043,0.180323007,1,,,,,,,,,,,,,,,,,
OH,Midwest,2019,0.167615629,0.180377352,1,,,,,,,,,,,,,,,,,
OH,Midwest,2020,0.162444414,0.182671875,1,,,,,,,,,,,,,,,,,
OH,Midwest,2021,0.171806219,0.188967714,1,,,,,,,,,,,,,,,,,
OH,Midwest,2022,0.211727176,0.193240316,0,,,,,,,,,,,,,,,,,
OH,Midwest,2023,0.236324267,0.196715921,0,,,,,,,,,,,,,,,,,
OH,Midwest,2024,0.212571336,0.202800785,0,,,,,,,,,,,,,,,,,
OK,South,2015,0.169618542,0.197813565,1,,,,,,,,,,,,,,,,,
OK,South,2016,0.171884685,0.195871238,1,,,,,,,,,,,,,,,,,
OK,South,2017,0.172339001,0.19252949,1,,,,,,,,,,,,,,,,,
OK,South,2018,0.183841856,0.191531087,1,,,,,,,,,,,,,,,,,
OK,South,2019,0.166758636,0.191836146,1,,,,,,,,,,,,,,,,,
OK,South,2020,0.160808034,0.196990611,1,,,,,,,,,,,,,,,,,
OK,South,2021,0.169533721,0.210338453,1,,,,,,,,,,,,,,,,,
OK,South,2022,0.214424008,0.217667983,1,,,,,,,,,,,,,,,,,
OK,South,2023,0.23759784,0.216378974,0,,,,,,,,,,,,,,,,,
OK,South,2024,0.313048263,0.219788707,0,,,,,,,,,,,,,,,,,
OR,West,2015,0.308115955,0.237665659,0,,,,,,,,,,,,,,,,,
OR,West,2016,0.311925292,0.244552237,0,,,,,,,,,,,,,,,,,
OR,West,2017,0.333776645,0.247727121,0,,,,,,,,,,,,,,,,,
OR,West,2018,0.354070108,0.245898415,0,,,,,,,,,,,,,,,,,
OR,West,2019,0.338317984,0.249787295,0,,,,,,,,,,,,,,,,,
OR,West,2020,0.316903607,0.251299259,0,,,,,,,,,,,,,,,,,
OR,West,2021,0.350494404,0.26329369,0,,,,,,,,,,,,,,,,,
OR,West,2022,0.445570043,0.268442658,0,,,,,,,,,,,,,,,,,
OR,West,2023,0.472359643,0.27021154,0,,,,,,,,,,,,,,,,,
OR,West,2024,0.44037939,0.2711206,0,,,,,,,,,,,,,,,,,
PA,Northeast,2015,0.199716289,0.183494147,0,,,,,,,,,,,,,,,,,
PA,Northeast,2016,0.186633035,0.179074974,0,,,,,,,,,,,,,,,,,
PA,Northeast,2017,0.199451218,0.179675458,0,,,,,,,,,,,,,,,,,
PA,Northeast,2018,0.214158213,0.178310081,0,,,,,,,,,,,,,,,,,
PA,Northeast,2019,0.200264839,0.188841496,0,,,,,,,,,,,,,,,,,
PA,Northeast,2020,0.192729463,0.188330035,0,,,,,,,,,,,,,,,,,
PA,Northeast,2021,0.203689414,0.195047268,0,,,,,,,,,,,,,,,,,
PA,Northeast,2022,0.256193851,0.203098838,0,,,,,,,,,,,,,,,,,
PA,Northeast,2023,0.287129412,0.208117767,0,,,,,,,,,,,,,,,,,
PA,Northeast,2024,0.301989482,0.214589265,0,,,,,,,,,,,,,,,,,
RI,Northeast,2015,0.296601029,0.218681283,0,,,,,,,,,,,,,,,,,
RI,Northeast,2016,0.284861332,0.218347063,0,,,,,,,,,,,,,,,,,
RI,Northeast,2017,0.298830669,0.221730967,0,,,,,,,,,,,,,,,,,
RI,Northeast,2018,0.312704315,0.224144222,0,,,,,,,,,,,,,,,,,
RI,Northeast,2019,0.29800414,0.227304781,0,,,,,,,,,,,,,,,,,
RI,Northeast,2020,0.284939912,0.232208509,0,,,,,,,,,,,,,,,,,
RI,Northeast,2021,0.302224732,0.245128997,0,,,,,,,,,,,,,,,,,
RI,Northeast,2022,0.382939793,0.260191725,0,,,,,,,,,,,,,,,,,
RI,Northeast,2023,0.429670495,0.267276683,0,,,,,,,,,,,,,,,,,
RI,Northeast,2024,0.444127037,0.276699682,0,,,,,,,,,,,,,,,,,
SC,Southeast,2015,0.20806498,0.233656138,1,,,,,,,,,,,,,,,,,
SC,Southeast,2016,0.206800613,0.23519499,1,,,,,,,,,,,,,,,,,
SC,Southeast,2017,0.213497496,0.236511599,1,,,,,,,,,,,,,,,,,
SC,Southeast,2018,0.221950604,0.235344158,1,,,,,,,,,,,,,,,,,
SC,Southeast,2019,0.215043373,0.241221609,1,,,,,,,,,,,,,,,,,
SC,Southeast,2020,0.194984309,0.244127505,1,,,,,,,,,,,,,,,,,
SC,Southeast,2021,0.215127218,0.259507737,1,,,,,,,,,,,,,,,,,
SC,Southeast,2022,0.291763663,0.277848482,0,,,,,,,,,,,,,,,,,
SC,Southeast,2023,0.326365816,0.280195271,0,,,,,,,,,,,,,,,,,
SC,Southeast,2024,0.347151608,0.285102491,0,,,,,,,,,,,,,,,,,
SD,Midwest,2015,0.228321153,0,0,,,,,,,,,,,,,,,,,
SD,Midwest,2016,0.226013182,0.155916838,0,,,,,,,,,,,,,,,,,
SD,Midwest,2017,0.235441111,0.1795438,0,,,,,,,,,,,,,,,,,
SD,Midwest,2018,0.249490608,0.179554042,0,,,,,,,,,,,,,,,,,
SD,Midwest,2019,0.240055646,0.175505845,0,,,,,,,,,,,,,,,,,
SD,Midwest,2020,0.227441576,0.172867476,0,,,,,,,,,,,,,,,,,
SD,Midwest,2021,0.23272382,0.178982066,0,,,,,,,,,,,,,,,,,
SD,Midwest,2022,0.310311307,0.194370511,0,,,,,,,,,,,,,,,,,
SD,Midwest,2023,0.343710501,0.19084325,0,,,,,,,,,,,,,,,,,
SD,Midwest,2024,0,0.190888542,1,,,,,,,,,,,,,,,,,
TN,Southeast,2015,0.197967056,0.22497677,1,,,,,,,,,,,,,,,,,
TN,Southeast,2016,0.195705969,0.223771137,1,,,,,,,,,,,,,,,,,
TN,Southeast,2017,0.204817178,0.223228403,1,,,,,,,,,,,,,,,,,
TN,Southeast,2018,0.215297524,0.224639598,1,,,,,,,,,,,,,,,,,
TN,Southeast,2019,0.206154945,0.226308838,1,,,,,,,,,,,,,,,,,
TN,Southeast,2020,0.199451482,0.230720498,1,,,,,,,,,,,,,,,,,
TN,Southeast,2021,0.208871475,0.240357713,1,,,,,,,,,,,,,,,,,
TN,Southeast,2022,0.281641677,0.257257634,0,,,,,,,,,,,,,,,,,
TN,Southeast,2023,0.320757855,0.264194938,0,,,,,,,,,,,,,,,,,
TN,Southeast,2024,0,0.269364452,1,,,,,,,,,,,,,,,,,
TX,South,2015,0.219771718,0.242453551,1,,,,,,,,,,,,,,,,,
TX,South,2016,0.220445521,0.234415071,1,,,,,,,,,,,,,,,,,
TX,South,2017,0.230451326,0.237630357,1,,,,,,,,,,,,,,,,,
TX,South,2018,0.239336639,0.236420608,0,,,,,,,,,,,,,,,,,
TX,South,2019,0.312625487,0.23388415,0,,,,,,,,,,,,,,,,,
TX,South,2020,0.21479659,0.230044338,1,,,,,,,,,,,,,,,,,
TX,South,2021,0.226644339,0.237504977,1,,,,,,,,,,,,,,,,,
TX,South,2022,0.289319606,0.247896405,0,,,,,,,,,,,,,,,,,
TX,South,2023,0.309133548,0.248799186,0,,,,,,,,,,,,,,,,,
TX,South,2024,0.309454718,0.249874454,0,,,,,,,,,,,,,,,,,
US,National,2015,0.227099519,0.2627735,1,,,,,,,,,,,,,,,,,
US,National,2016,0.227910028,0.264731182,1,,,,,,,,,,,,,,,,,
US,National,2017,0.236764422,0.263159273,1,,,,,,,,,,,,,,,,,
US,National,2018,0.254599357,0.26697995,1,,,,,,,,,,,,,,,,,
US,National,2019,0.238311642,0.262143987,1,,,,,,,,,,,,,,,,,
US,National,2020,0.228464939,0.262208752,1,,,,,,,,,,,,,,,,,
US,National,2021,0.24466145,0.274436805,1,,,,,,,,,,,,,,,,,
US,National,2022,0.317780132,0.288067929,0,,,,,,,,,,,,,,,,,
US,National,2023,0.353822298,0.289044495,0,,,,,,,,,,,,,,,,,
US,National,2024,0.35748145,0.291115103,0,,,,,,,,,,,,,,,,,
UT,West,2015,0.22534731,0.192904086,0,,,,,,,,,,,,,,,,,
UT,West,2016,0.231003139,0.196308148,0,,,,,,,,,,,,,,,,,
UT,West,2017,0.247909041,0.201644727,0,,,,,,,,,,,,,,,,,
UT,West,2018,0.271783663,0.203504665,0,,,,,,,,,,,,,,,,,
UT,West,2019,0.262510767,0.201845386,0,,,,,,,,,,,,,,,,,
UT,West,2020,0.253865468,0.203499893,0,,,,,,,,,,,,,,,,,
UT,West,2021,0.286750398,0.217803359,0,,,,,,,,,,,,,,,,,
UT,West,2022,0.392981428,0.226300852,0,,,,,,,,,,,,,,,,,
UT,West,2023,0.407132962,0.218627725,0,,,,,,,,,,,,,,,,,
UT,West,2024,0,0.215080929,1,,,,,,,,,,,,,,,,,
VA,Southeast,2015,0.221690327,0.207588729,0,,,,,,,,,,,,,,,,,
VA,Southeast,2016,0.216772682,0.205742487,0,,,,,,,,,,,,,,,,,
VA,Southeast,2017,0.223370742,0.206867943,0,,,,,,,,,,,,,,,,,
VA,Southeast,2018,0.236424403,0.211216357,0,,,,,,,,,,,,,,,,,
VA,Southeast,2019,0.224538652,0.213601362,0,,,,,,,,,,,,,,,,,
VA,Southeast,2020,0.21422526,0.217080723,1,,,,,,,,,,,,,,,,,
VA,Southeast,2021,0.224085398,0.226200351,1,,,,,,,,,,,,,,,,,
VA,Southeast,2022,0.289020654,0.238286908,0,,,,,,,,,,,,,,,,,
VA,Southeast,2023,0.32603454,0.241855611,0,,,,,,,,,,,,,,,,,
VA,Southeast,2024,0.331551261,0.246809026,0,,,,,,,,,,,,,,,,,
VT,Northeast,2015,0.284210247,0,0,,,,,,,,,,,,,,,,,
VT,Northeast,2016,0.28163941,0.248260341,0,,,,,,,,,,,,,,,,,
VT,Northeast,2017,0.316898372,0.259341548,0,,,,,,,,,,,,,,,,,
VT,Northeast,2018,0,0.25752265,1,,,,,,,,,,,,,,,,,
VT,Northeast,2019,0.290986955,0.250573816,0,,,,,,,,,,,,,,,,,
VT,Northeast,2020,0,0.247476172,1,,,,,,,,,,,,,,,,,
VT,Northeast,2021,0,0.252908044,1,,,,,,,,,,,,,,,,,
VT,Northeast,2022,0,0.264397336,1,,,,,,,,,,,,,,,,,
VT,Northeast,2023,0.404270696,0.261657398,0,,,,,,,,,,,,,,,,,
VT,Northeast,2024,0,0.264953836,1,,,,,,,,,,,,,,,,,
WA,West,2015,0.259174712,0.205460667,0,,,,,,,,,,,,,,,,,
WA,West,2016,0.262939793,0.210152769,0,,,,,,,,,,,,,,,,,
WA,West,2017,0.282488445,0.216093053,0,,,,,,,,,,,,,,,,,
WA,West,2018,0.306590215,0.223226484,0,,,,,,,,,,,,,,,,,
WA,West,2019,0.292390872,0.22595616,0,,,,,,,,,,,,,,,,,
WA,West,2020,0.292821732,0.228929276,0,,,,,,,,,,,,,,,,,
WA,West,2021,0.311399388,0.245453793,0,,,,,,,,,,,,,,,,,
WA,West,2022,0.411733122,0.247913655,0,,,,,,,,,,,,,,,,,
WA,West,2023,0.444793759,0.246957254,0,,,,,,,,,,,,,,,,,
WA,West,2024,0,0.247401791,1,,,,,,,,,,,,,,,,,
WI,Midwest,2015,0.20439069,0.201573738,0,,,,,,,,,,,,,,,,,
WI,Midwest,2016,0.204899769,0.17351653,0,,,,,,,,,,,,,,,,,
WI,Midwest,2017,0.211904822,0.17478025,0,,,,,,,,,,,,,,,,,
WI,Midwest,2018,0.221414295,0.174978899,0,,,,,,,,,,,,,,,,,
WI,Midwest,2019,0.219145562,0.177586655,0,,,,,,,,,,,,,,,,,
WI,Midwest,2020,0.209051976,0.177932473,0,,,,,,,,,,,,,,,,,
WI,Midwest,2021,0.21610084,0.172852252,0,,,,,,,,,,,,,,,,,
WI,Midwest,2022,0.268592288,0.168223661,0,,,,,,,,,,,,,,,,,
WI,Midwest,2023,0.308872364,0.173402645,0,,,,,,,,,,,,,,,,,
WI,Midwest,2024,0,0.176405639,1,,,,,,,,,,,,,,,,,
WV,Southeast,2015,0.163919393,0,0,,,,,,,,,,,,,,,,,
WV,Southeast,2016,0.160943555,0.226095562,1,,,,,,,,,,,,,,,,,
WV,Southeast,2017,0.164093173,0.228068498,1,,,,,,,,,,,,,,,,,
WV,Southeast,2018,0.170690951,0.222780937,1,,,,,,,,,,,,,,,,,
WV,Southeast,2019,0.160108642,0.216602205,1,,,,,,,,,,,,,,,,,
WV,Southeast,2020,0,0.212409002,1,,,,,,,,,,,,,,,,,
WV,Southeast,2021,0.135039379,0.217635372,1,,,,,,,,,,,,,,,,,
WV,Southeast,2022,0.191550316,0.221635299,1,,,,,,,,,,,,,,,,,
WV,Southeast,2023,0.219423108,0.225543225,1,,,,,,,,,,,,,,,,,
WV,Southeast,2024,0.224167208,0.214109063,0,,,,,,,,,,,,,,,,,
WY,West,2015,0.23621443,0.183935667,0,,,,,,,,,,,,,,,,,
WY,West,2016,0.249971775,0.178960109,0,,,,,,,,,,,,,,,,,
WY,West,2017,0.232664895,0.170162608,0,,,,,,,,,,,,,,,,,
WY,West,2018,0.239614659,0.166975917,0,,,,,,,,,,,,,,,,,
WY,West,2019,0.231482309,0.169565118,0,,,,,,,,,,,,,,,,,
WY,West,2020,0.232266757,0.176503912,0,,,,,,,,,,,,,,,,,
WY,West,2021,0.240470764,0.184006037,0,,,,,,,,,,,,,,,,,
WY,West,2022,0.30211513,0.188892909,0,,,,,,,,,,,,,,,,,
WY,West,2023,0.336181121,0.189702646,0,,,,,,,,,,,,,,,,,
WY,West,2024,0,0.194754978,1,,,,,,,,,,,,,,,,,
